PRODUTC,VALUE,DATETIME,CELL_ON_SITE,DW_A_NUMBER_INT,DW_B_NUMBER_INT,COUNTRY_A,COUNTRY_B,CELL_ID,SITE_ID
Voice,20,00:20.0,2,8fa5882fd4f9c95,3b1c0a2366de6ab,19e2e,19e2e,603a03131a,a058068007
data,0,00:20.0,_,09e7d5d40c4899c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:20.0,_,7475951f27e70e4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,00:21.0,1,27cb5294b88aa24,ba6c728f4e288a1,19e2e,19e2e,465c8bda58,cc442b47d9
sms,0,00:21.0,1,5083ffd21324e6d,93343ba6e41af95,19e2e,19e2e,c92be6915d,61bee9c70c
sms,0,00:21.0,0,7fa908008c02304,aaaf0e4bdec7311,19e2e,19e2e,ec301f6f3a,22389546ec
sms,0,00:21.0,4,3881616c4a8c290,aaaf0e4bdec7311,19e2e,19e2e,94737f2f96,2dd67b6a64
sms,25,00:21.0,1,71636381425eeb4,13a8a86e977bb52,19e2e,19e2e,000e75b960,5585d0657c
sms,0,00:21.0,1,291663643f02c60,93343ba6e41af95,19e2e,19e2e,fb4a029745,b7a160c985
sms,0,00:21.0,5,de57603e6f7a2ac,312733b70c62316,19e2e,19e2e,c64aa83e02,cf58de22e1
sms,0,00:21.0,0,8ac80514243159a,f57c9ab8bee6a71,19e2e,19e2e,68791ae38d,4d67cb1e72
sms,0,00:21.0,1,ece04a9c01ee666,93343ba6e41af95,19e2e,19e2e,7c0f52a020,ab26b62256
sms,25,00:21.0,1,f8b393b234c26f7,a5761d4652b89fd,19e2e,19e2e,9fdd6297cc,644d9f790b
sms,0,00:21.0,5,0d1e8ed09da055d,f20ea2bd992cd73,19e2e,19e2e,c691281996,4f92d7f120
sms,25,00:21.0,0,74189e127808747,3704381e2e76259,19e2e,19e2e,e3ef47df3f,1b5540c02d
sms,0,00:21.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,cc7ce19d6b,b47a998a3e
sms,25,00:21.0,2,fd8de44cbaee344,fee3d2231246100,19e2e,19e2e,3ac5beb8f8,65efe2bc62
sms,0,00:21.0,2,f311f8235d2f293,7af76c2046e02f3,19e2e,OTHER,c565d3f89f,2a61d9a98c
sms,0,00:21.0,1,ecc5a1a16d86e83,ef9acb0f023b365,19e2e,19e2e,5b975beadf,029ef38f0b
sms,0,00:21.0,1,af125b4bc8685c9,93343ba6e41af95,19e2e,19e2e,afefb687c9,043588076c
Voice,120,00:21.0,2,261fc4a77b5acdf,0c0f59e758145c3,19e2e,19e2e,359b6f241a,165d822fcb
sms,25,00:21.0,0,f841db8f7090526,69851d002f939f0,19e2e,19e2e,9509525052,84eb207483
sms,25,00:21.0,0,2b9a20c41202dbb,9718a3bd776bcdd,19e2e,19e2e,670cacbb4b,07531b72e2
Voice,35,00:21.0,4,4f7ce0ef156061e,a2b8d4dd2a2c2ff,19e2e,19e2e,87ec07b361,f222e7c57c
Voice,30,00:21.0,1,79402f40fad59da,10224e08b68a1f7,19e2e,19e2e,dc89a646b0,4e0108dd8a
Voice,108,00:21.0,1,cc23776719d4934,eae4538967944a0,19e2e,19e2e,2de6b28e8e,c6210d7615
Voice,2,00:21.0,0,f06b54f2580d490,245e7644b33c363,19e2e,19e2e,5139351fad,1113359465
Voice,19,00:21.0,2,5f941efb0fb61b0,ffba733a28a4e39,19e2e,19e2e,ad8cc20055,cb7aa97d53
Voice,7,00:21.0,1,93015bb1552fbcc,1eebbbfba5c0e4c,19e2e,19e2e,db0d86e863,2e828e607c
Voice,0,00:21.0,1,f303a1c4373fe47,66a2bf6f5f711b2,19e2e,19e2e,1d8095f79e,3e46cdd0e8
Voice,83,00:21.0,0,f0d58cbf2fb758c,fbd9a1677505fe2,19e2e,19e2e,68791ae38d,4d67cb1e72
Voice,13,00:21.0,1,c7fcefae2da71f4,e3aad0c001aed3d,19e2e,19e2e,943a2bc0bc,be954bdb76
Voice,33,00:21.0,2,daecf10d011db09,318e3de7c3a9336,19e2e,19e2e,7ad3fe32b6,547385b9d5
Voice,0,00:21.0,0,072aecee40d4e22,55ad144fa74fddc,19e2e,19e2e,d122cb497c,bc6c0ddf34
Voice,16,00:21.0,0,2313f147b4452d5,4e4bb5a13d08fb9,19e2e,19e2e,e3ef47df3f,1b5540c02d
Voice,2,00:21.0,1,430dc6dfc97891e,86d8daa758bbe61,19e2e,19e2e,5bcb7ce6d0,8fd6f8d1c5
Voice,13,00:21.0,0,83214af89799386,546c22a65eb6056,19e2e,19e2e,6c1eb77131,928a59b635
Voice,2,00:21.0,1,ad4fedcef81aace,54a09dd1a67f20f,19e2e,OTHER,b67ec11806,d96dcd5475
data,18,00:21.0,_,68f9f376302a26b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:21.0,_,c6cc0938a1f8def,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:21.0,_,1834bc8500968de,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:21.0,_,79037c8b277feea,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:21.0,_,905261aa446868c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:21.0,_,12d8e189d530fe7,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:21.0,_,271e64680998458,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,1,00:21.0,_,7766e25add09f95,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:21.0,_,26b9bd96d74d5b3,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:21.0,_,d21b45a550391a2,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:21.0,_,c0a925dda3f3180,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,00:21.0,1,87db811e0a80e1c,28a6bcdc24a8b38,19e2e,19e2e,AeMTQ9ZejC,AeMTQ9ZejC
Voice,0,00:21.0,4,9e23f61a09e5257,6f59f488d102bb3,19e2e,19e2e,Nzi6ftMx+g,Nzi6ftMx+g
sms,0,00:21.0,1,27cb5294b88aa24,ba6c728f4e288a1,19e2e,19e2e,465c8bda58,cc442b47d9
Voice,35,00:21.0,4,4f7ce0ef156061e,a2b8d4dd2a2c2ff,19e2e,19e2e,87ec07b361,f222e7c57c
Voice,83,00:21.0,0,f0d58cbf2fb758c,fbd9a1677505fe2,19e2e,19e2e,68791ae38d,4d67cb1e72
sms,0,00:22.0,1,7dd4c9d3582adfa,43c077a683fa265,19e2e,19e2e,c2bb42ad2c,585a3bc66c
sms,0,00:22.0,0,7749f3c0b64b41c,46a184092591c49,19e2e,19e2e,GcrZa8zEew,GcrZa8zEew
sms,0,00:22.0,1,3e83eaa5bbd4197,aaaf0e4bdec7311,19e2e,19e2e,e56a4bfad1,4dac8c0c56
sms,0,00:22.0,1,51ce2dc3ab2991c,e09e736e46c5c3d,19e2e,19e2e,eb12615903,95796da9aa
sms,0,00:22.0,1,6f95edc7e5f5bed,93343ba6e41af95,19e2e,19e2e,322d929b07,814d6c8277
sms,0,00:22.0,3,296ce6874661e25,ed7117e2bb5f4f2,19e2e,19e2e,d2775f54d7,d8682c35fc
sms,75,00:22.0,1,9b30a1b69c83db1,4a643aff7c5cde2,19e2e,OTHER,ae0553c798,58657f2784
sms,0,00:22.0,1,68ec294ea33925a,88a87a14c1dcc68,19e2e,19e2e,cf4ba4a993,bc58a52936
sms,0,00:22.0,1,cad3c3d68c78ed0,e09e736e46c5c3d,19e2e,19e2e,274a4a8fba,5d02861fce
sms,0,00:22.0,2,70faf40a182185e,a72eed8388707ae,19e2e,19e2e,f9639af5ac,70e2654621
sms,0,00:22.0,0,800d4fda045bd41,0707dfa952e0fcb,19e2e,19e2e,e12d87c801,0f34c36ac5
sms,25,00:22.0,2,55d91b20c209dd7,7dc0a41097239eb,19e2e,19e2e,2010dd314d,b4ddb9e93c
sms,0,00:22.0,1,7dd4c9d3582adfa,43c077a683fa265,19e2e,19e2e,c2bb42ad2c,585a3bc66c
sms,0,00:22.0,0,7880ff82d1dd777,81a372b3c0af72c,19e2e,19e2e,6c1eb77131,928a59b635
sms,0,00:22.0,1,23ba272af669cf2,dc118542882de5e,19e2e,19e2e,a8c1a2f1a7,9cc77873ac
sms,25,00:22.0,2,5cc6dee172092c5,46c33c9a872b882,19e2e,19e2e,46b9480a4b,a314c5ec32
Voice,56,00:22.0,0,a1d158846d8768f,80373ebb20d18dd,19e2e,19e2e,6bb56214d5,d6080378b9
Voice,5,00:22.0,1,4c064e38172ead1,2f4e143654be96b,19e2e,19e2e,248eefc83a,58b84c2039
Voice,28,00:22.0,3,2a2b5be25efa611,b640607f546f4e4,19e2e,19e2e,3425310c4f,9159d9844c
Voice,0,00:22.0,2,4c607824b074fe0,1169266fdedc48c,19e2e,19e2e,33760a1784,ef51d8b174
Voice,232,00:22.0,1,827a3ba376710c3,5760b088a0a6d90,19e2e,19e2e,92c149d0eb,51d21d438f
Voice,30,00:22.0,3,03a41f14b2029c9,fb72ca2db9090b9,19e2e,19e2e,9f3f4322cf,1c7edd2f30
Voice,55,00:22.0,1,42a30462ec072b8,f0d1f64cb568377,19e2e,19e2e,6f19884dcb,5c565fbfb1
Voice,1,00:22.0,2,346c16bb162bcd9,521b1b556ec2aa9,19e2e,19e2e,26c3cc23da,d2de5847b1
Voice,250,00:22.0,1,ba51c5d86d2c3c2,d777c8dbac220bd,19e2e,19e2e,771430a49a,0e9ebcb77b
Voice,62,00:22.0,0,c4409c51de754ca,340cf5b5a0ba2e4,19e2e,19e2e,37403bd2f0,dab9a2e6e1
Voice,40,00:22.0,0,002b06898605b3b,a5cc83245351838,19e2e,19e2e,5139351fad,1113359465
Voice,3,00:22.0,0,cbb02911fd533e1,fe1cf17b686a8ee,19e2e,19e2e,a37bf6745c,84e3e7f10d
Voice,0,00:22.0,1,ef4d000e1de715d,6b658af42883e8d,19e2e,19e2e,4dbcc9cc61,c9d8e4cdf1
Voice,36,00:22.0,0,6aa6a2fe02152cf,2ada1c108bfb733,19e2e,19e2e,f4aceab2e2,739e843470
Voice,102,00:22.0,1,b9fe4d96ea77337,5cc72df863ebee1,19e2e,19e2e,60339d459f,e1a3687210
data,0,00:22.0,_,08a3476850a26d1,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:22.0,_,21a719938a9856e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,43,00:22.0,_,8a632f1d3f13341,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:22.0,_,aae55a5ecd390b7,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,00:23.0,0,14737d56b954ff3,aaaf0e4bdec7311,19e2e,19e2e,b6ef90bf41,d06f40f9d5
sms,0,00:23.0,0,a9970c947a24d76,43018281b1ebd1f,19e2e,19e2e,e4c6d4fec2,9bb4b27356
sms,0,00:23.0,0,664b7f7791f2557,a6ed54b2fe0fe14,19e2e,19e2e,dd98a379f0,c06620882a
sms,25,00:23.0,0,01d789942d06a20,a18afd72125733e,19e2e,19e2e,25c3b77697,de8b939a5e
sms,25,00:23.0,1,d2fec199a698a26,29c385f3af40445,19e2e,19e2e,7b724c1162,d0cd72cac5
sms,0,00:23.0,0,8a46e3ccbad2a36,93343ba6e41af95,19e2e,19e2e,e3a768e21f,45669f3801
sms,0,00:23.0,2,d83625aa3e862ef,450aa0ffdcb0496,19e2e,19e2e,729b6b4b22,9411ac7df8
sms,25,00:23.0,5,61beaf58af660b7,c0d8553f4ec7f33,19e2e,19e2e,2ba685dd7c,a3efd45afb
sms,0,00:23.0,1,5d760c84760c61e,93343ba6e41af95,19e2e,19e2e,b01305e51d,7de24de80d
sms,25,00:23.0,1,0603d4190d36326,62e3ba99b0256cc,19e2e,19e2e,5bcb7ce6d0,8fd6f8d1c5
sms,25,00:23.0,2,ebca63f84721e70,4fb0e557ada0571,19e2e,19e2e,6f146d4e2a,2c0cbe7cc1
sms,25,00:23.0,0,4a75d4c67d38426,4a808ee3bceb3a3,19e2e,19e2e,613afb4ef6,40bb97c420
sms,25,00:23.0,4,2525261dde2c304,4dc6658b5cd702e,19e2e,19e2e,c999b4bac8,40d0a8c0df
sms,25,00:23.0,1,6e7d02a0b6f8910,cbc8759a842c0c0,19e2e,19e2e,069b659109,7e46936864
sms,0,00:23.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,cc7ce19d6b,b47a998a3e
sms,25,00:23.0,1,36e9613a363ca0d,82a2089795909f9,19e2e,19e2e,5aa4e8eff6,080108452a
Voice,15,00:23.0,5,ba1476a59cff2c8,c254c136ad22160,19e2e,19e2e,c03fbd81d0,eefd93f0b4
Voice,104,00:23.0,4,5706fb735e69a7e,b56c1a1636995be,19e2e,19e2e,245c49061f,16d3b44b2d
Voice,68,00:23.0,0,def50b453a721c8,99998b4963ee4e8,19e2e,19e2e,d5630e30fe,5bd7fea63c
Voice,52,00:23.0,1,ed72000eb67a51c,89a6cb1719553f6,19e2e,19e2e,c2bb42ad2c,585a3bc66c
Voice,23,00:23.0,1,e5853153a8bf76a,17c101287800d57,19e2e,19e2e,cc50ee0fc9,cf4e87af01
Voice,1,00:23.0,1,c40792d7f43ea1d,de50c9a2f28ae7d,19e2e,19e2e,274a4a8fba,5d02861fce
Voice,91,00:23.0,4,036029e738cd141,caebf0f03c7cd00,19e2e,19e2e,b601eb170b,d100db0842
Voice,17,00:23.0,2,5c14b767bea1bc6,ca80a6e5c141022,19e2e,19e2e,96c5ac7a46,312bc23650
Voice,27,00:23.0,1,567a571d5d130ce,506a2cc60c3dbae,19e2e,19e2e,4a7047f1ba,dea1e52d3b
Voice,38,00:23.0,2,bfadf773aaba3e4,be3d0c69d5ff0d4,19e2e,19e2e,c565d3f89f,2a61d9a98c
Voice,200,00:23.0,0,86e84439614b26f,3c2b995d7dcc534,19e2e,19e2e,d970dcfc39,fb480113cd
Voice,21,00:23.0,0,07fbe6083c2927f,6e5643cc207bea2,19e2e,19e2e,80c2221eec,8fd6f8d1c5
Voice,34,00:23.0,2,3f43f79db2307c6,30aaf3c00afa513,19e2e,19e2e,ce13ed29dd,7f76d66503
Voice,30,00:23.0,5,720b8af8698876c,b2a5533c85026bd,19e2e,19e2e,e21c9c8e36,d1809b909f
Voice,54,00:23.0,0,a4297162df5e9d4,aac01597bb79c62,19e2e,19e2e,f252007208,9869791cee
Voice,0,00:23.0,2,69c400131a10865,1a49f8b0ded9de6,19e2e,19e2e,26c3cc23da,d2de5847b1
Voice,0,00:23.0,1,473c37092536b99,6c8a182bdd608b7,19e2e,19e2e,0ff4f68649,d8682c35fc
Voice,20,00:23.0,2,3ee186dc969df2f,752f91b2f0074ab,19e2e,19e2e,9d09fa15ee,cdf82e4fe3
Voice,362,00:23.0,2,5ec102d792e2b9b,fb4279509216741,19e2e,19e2e,d1889b433b,e516cb8121
Voice,17,00:23.0,0,35255d67087f081,1aebcfd1d085e00,19e2e,19e2e,ff8f9f4d59,40cb5c4468
Voice,167,00:23.0,2,8447a0c3f9bdefb,bfc70823f833a4c,19e2e,19e2e,fdfe4e8c70,bd13e1597d
data,0,00:23.0,_,0abf108a9c53844,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:23.0,_,dadba08b0b5c3a5,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:23.0,_,2a9749c46bf669a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:23.0,_,ea4bb8e522bd8c4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,00:24.0,1,86fb73ad0d22dcf,70978efd3dde636,19e2e,19e2e,4aece7d310,66e2080825
sms,0,00:24.0,0,b109ef2d391ecd0,37a123428845d5f,19e2e,19e2e,33e24a2f64,964f27ce54
sms,0,00:24.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,253f3e83ab,f11e961893
sms,0,00:24.0,4,94c4a49a997fdf7,24920e69f282565,19e2e,19e2e,2d5e6a3639,bc6bc54edb
sms,0,00:24.0,0,6be5ae3f0d2fbdb,aaaf0e4bdec7311,19e2e,19e2e,63acd2daa9,ef51d8b174
sms,25,00:24.0,1,a9401b05dca5149,495ffc46037a6b3,19e2e,19e2e,5c7dc2f617,e42de17efb
sms,25,00:24.0,0,e8c2860930afbf7,28fca288198b246,19e2e,19e2e,32c7f64ac1,4df1cab780
sms,0,00:24.0,0,ee3853d8654cc2b,f339eb72f52e08a,19e2e,19e2e,a0e843ee3a,817fc53cb6
sms,0,00:24.0,2,6e9bb143d0c4886,93343ba6e41af95,19e2e,19e2e,4d144a30ea,2d43d99984
sms,25,00:24.0,4,6c2b2250c3c6b35,4866b8d1fa5e51b,19e2e,19e2e,7110b7b291,54f07edad2
sms,25,00:24.0,0,376cc0cebbc88ae,fcae3d28069a60b,19e2e,19e2e,7e90b35166,211015b14d
Voice,24,00:24.0,5,6fa92dafa581a8a,9f2dc0a97c4d57d,19e2e,19e2e,e28d098535,b569923906
Voice,0,00:24.0,1,d0a0ecdddcb3558,e3db3738a9b729e,19e2e,19e2e,48956d55cd,b47f3c1756
Voice,180,00:24.0,5,bf376594ad71e63,15191d898df96ae,19e2e,19e2e,fbb5df5f5b,f222e7c57c
Voice,14,00:24.0,1,7113f0005e8c096,2d3ffe16d048170,19e2e,19e2e,e5e1285933,e9639876a8
Voice,28,00:24.0,0,2558c49dc682bc1,969b901e7246ae1,19e2e,19e2e,34ac6e4be2,7bb5edf329
Voice,30,00:24.0,0,93b031f37d83b4e,863bcd3952cca84,19e2e,19e2e,5139351fad,1113359465
Voice,180,00:24.0,5,be87646fcd7b652,9e73318812135b6,19e2e,19e2e,ca79433bcd,ae556c031a
Voice,120,00:24.0,1,954fff04cd58e43,38bfd4eb128be1e,19e2e,19e2e,c52b9b991c,dc22dff37a
Voice,9,00:24.0,0,7d4d0277ee71efd,d3ee26f7ba6419f,19e2e,19e2e,8ab909c82e,5255819549
Voice,76,00:24.0,0,ec9950e47d8cdd5,ed50e8e28b2b614,19e2e,19e2e,68c5f1ff40,16205e9f52
Voice,14,00:24.0,0,7.98848E+14,973e150caeee563,19e2e,19e2e,17e37f2803,c57de6fa4a
Voice,4,00:24.0,1,d87f241324e556e,473be5350ae151e,19e2e,19e2e,92c149d0eb,51d21d438f
Voice,35,00:24.0,4,e0cbbccc0520cea,0ae9a914b0ff71a,19e2e,19e2e,74371ad5ff,97296d8119
Voice,24,00:24.0,0,676cf0b0bef3559,a0a1d2c74242b3f,19e2e,19e2e,256e595098,6560f866a3
Voice,36,00:24.0,1,ee81646a1850082,5e7b2cda77996a9,19e2e,19e2e,7773627c12,9ef9616350
Voice,28,00:24.0,1,3472bd7156ccabe,dac550faf894542,19e2e,19e2e,81e1fefa6e,fff5ac6e3f
data,0,00:24.0,_,b21d449835a019b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:24.0,_,9d82937dcb8212a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:24.0,_,d6956d313597cba,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:24.0,_,6080725312ad0f7,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:24.0,_,e0c61d7595a54aa,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:24.0,_,a593196b2aaedf1,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:24.0,_,f16d06b97e06661,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:24.0,_,7a6e71703646eac,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:24.0,_,233e05503229f4b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:24.0,_,a08f55111b729ac,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,00:25.0,2,17cc32098d82af1,aaaf0e4bdec7311,19e2e,19e2e,6f4d9b77a5,ebfc58af70
sms,0,00:25.0,5,91c31f4acded97c,aaaf0e4bdec7311,19e2e,19e2e,a0b810febb,331d88bd21
sms,0,00:25.0,2,383943329efaba1,93343ba6e41af95,19e2e,19e2e,9cdd0c2a03,964f27ce54
sms,0,00:25.0,1,42e9dbf0db1a1c4,aaaf0e4bdec7311,19e2e,19e2e,60339d459f,e1a3687210
sms,0,00:25.0,1,f57c9ab8bee6a71,8ac80514243159a,19e2e,19e2e,d0b9055142,7f76d66503
sms,0,00:25.0,2,3dcfaddeb578d69,2d55256b50590ac,19e2e,19e2e,d1bad0e687,16205e9f52
sms,0,00:25.0,3,d4181fc7c840383,05de44c4512162e,19e2e,19e2e,6e9f56b3df,12537168de
sms,0,00:25.0,0,d5ca3908c582f79,d5d1fe1cf2d4c30,19e2e,19e2e,e19067447c,73e790ba16
sms,0,00:25.0,0,5f4e3510101be0d,e09e736e46c5c3d,19e2e,19e2e,ea63caa914,c1ec9c885f
sms,0,00:25.0,1,868038a4d786cc3,4acce658779b0e9,19e2e,19e2e,ef264f7459,01c428bbac
sms,0,00:25.0,2,a048e1ab344dcd8,7af76c2046e02f3,19e2e,OTHER,cc2f786391,cef29910fb
sms,25,00:25.0,0,adf7903e79e7a11,a9ee3ddc00fb348,19e2e,19e2e,7e38b2813d,fc7602b020
sms,50,00:25.0,0,6a31ef64fac16af,80cf150173be7c9,19e2e,19e2e,68791ae38d,4d67cb1e72
sms,25,00:25.0,5,61beaf58af660b7,c0d8553f4ec7f33,19e2e,19e2e,2ba685dd7c,a3efd45afb
sms,25,00:25.0,0,3e31e33dadc39ce,a9f8674a04a3c1a,19e2e,19e2e,cf0d211307,7ee1a1444f
sms,0,00:25.0,2,771b64ad89d32c5,93343ba6e41af95,19e2e,19e2e,3e5a3b49cb,c996f2949a
sms,0,00:25.0,1,ecc5a1a16d86e83,a10a077a4ae1893,19e2e,19e2e,5b975beadf,029ef38f0b
sms,0,00:25.0,2,9e00685a521ef3e,bc5291e80a0644e,19e2e,19e2e,4db0540b25,f91ed8d2e9
sms,0,00:25.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,cc7ce19d6b,b47a998a3e
Voice,13,00:25.0,2,92417a7aaef670d,d9872711d964a3f,19e2e,19e2e,1d068e7a63,c550c9e238
Voice,54,00:25.0,1,8ad5af821dd30de,3bbaaaa09f14e89,19e2e,19e2e,60d4453738,b5a37bf516
Voice,2,00:25.0,2,b546501dd70b5fa,cd8f5064e91b8ac,19e2e,19e2e,9247343f44,b044cf9fce
Voice,47,00:25.0,1,d6b9efa48b88846,8cde8734b3f0afd,19e2e,19e2e,4b2154cea6,f070b65f0b
Voice,81,00:25.0,1,fc1207cbfb66e1b,f576d8d582cb06d,19e2e,19e2e,d229a95c9c,f7d63a29e5
Voice,0,00:25.0,0,4975e6f56c017c9,9522c05986e5a36,19e2e,19e2e,f3ef98c052,204d4d24d1
Voice,78,00:25.0,0,a7f94ed93054d3b,b847bd2442f7512,19e2e,19e2e,0e8763bdaa,eefd93f0b4
Voice,180,00:25.0,0,7a9ddd7d9779510,608e2609d62847b,19e2e,19e2e,19c95a8eca,ba8ce6e4ef
Voice,52,00:25.0,2,0b1201193ef4ced,468ba9877605181,19e2e,19e2e,ccd90588a4,ffa6bdc032
data,6,00:25.0,_,2b3769362454fe8,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:25.0,_,daecf10d011db09,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:25.0,_,9afd2b168a3856e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:25.0,_,71ae3b66ca3c881,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:25.0,_,8e360eceeb23a91,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:25.0,_,8abd9aab55336c7,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:25.0,_,9d98e4b596b945c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:25.0,_,03f42847af128c4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:25.0,_,1d325a0c80fc3cd,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:25.0,_,67b2283ea2823a1,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,00:25.0,_,09be0c704e67e45,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,00:26.0,2,bddd145f46096b2,66b908128a9a23c,19e2e,19e2e,817a5e5834,120d0dda08
sms,0,00:26.0,2,b00c04fa7e33f61,0e7c65c9c0dfcab,19e2e,19e2e,c2d7028869,ed2333b820
sms,25,00:26.0,2,2b15e565e755d48,0e2675f9264f311,19e2e,19e2e,72b39ec48a,4e27e631ad
sms,0,00:26.0,0,5dac806eafb85d1,3f657de85465f1d,19e2e,19e2e,8b0368894c,1ea909bdfc
sms,0,00:26.0,0,9ac23e12a249c9c,7af76c2046e02f3,19e2e,OTHER,178dc8724e,36f665a51e
sms,0,00:26.0,1,68ec294ea33925a,88a87a14c1dcc68,19e2e,19e2e,cf4ba4a993,bc58a52936
sms,0,00:26.0,1,2a38806da51d67c,d166aa3f9d0bf10,19e2e,19e2e,d22224b2fa,2d58cad870
sms,0,00:26.0,2,7e9c1c707d4310f,238a3effcf6a3dc,19e2e,19e2e,c3a6d994b3,d29252461f
sms,0,00:26.0,1,ef3e557791db7ab,d4493accc06a9d5,19e2e,19e2e,8cee3d86a3,d06f40f9d5
sms,0,00:26.0,3,99fac14d328d914,4e272b3fdc0e330,19e2e,19e2e,cc71f76b42,db11cc9f85
sms,0,00:26.0,3,a1f29bc719e68e6,7af76c2046e02f3,19e2e,OTHER,a3f835cccb,c1ccd3443b
sms,0,00:26.0,1,7dd4c9d3582adfa,43c077a683fa265,19e2e,19e2e,c2bb42ad2c,585a3bc66c
Voice,36,00:26.0,2,43a9e335d9d70a2,d2ce4f400c40529,19e2e,19e2e,fdcbaa799a,fe32f3eba7
Voice,60,00:26.0,3,c81074a372c29b2,af7fa70f33e1eff,19e2e,19e2e,6e9f56b3df,12537168de
Voice,89,00:26.0,2,a911bc1d9d7c797,0c3d264b62d6812,19e2e,19e2e,6be1ab2849,5d02861fce
Voice,11,00:26.0,2,14759c7876636b2,135949646aee569,19e2e,19e2e,9a347929d4,7fb7bcf559
Voice,0,00:26.0,0,c3d2d01453b186f,19e68e80103885e,19e2e,19e2e,439bebd36c,6954a418ce
Voice,0,00:26.0,4,179dabb8efdf21c,cebfb8339b5c64d,19e2e,19e2e,1cfb94ba00,c6400e443f
Voice,150,00:26.0,5,83c7364c421adbf,971b87b34a0b04d,19e2e,19e2e,8930ae7091,4849c3cf05
Voice,0,00:26.0,2,32f5049760615ba,f105094d483eb47,19e2e,19e2e,478ac1607b,348fd8506b
Voice,2,00:26.0,0,920d5c306e7df6f,d6026eeb2586bd4,19e2e,19e2e,f9c34a3e8f,62a0065954
Voice,57,00:26.0,1,ef2105357d28d63,e3b78bdabe3a011,19e2e,19e2e,d3877ceeca,8cdff2a0a2
Voice,34,00:26.0,4,1c92f2dc38b5a72,ed297131b935a6e,19e2e,19e2e,035e80ce42,c1ec9c885f
Voice,18,00:26.0,5,67b7ee60b42d8e4,86abc160cf9d7d7,19e2e,19e2e,4ddca7b291,a7bd4c027b
Voice,0,00:26.0,2,5282580820f9a4b,3507c68c5bee4f3,19e2e,19e2e,3003be076c,2802d8247a
